nr,Fibre Volume Fraction,Cut angle ,taverage,waverage,area,Lnominal,R-value1,Ffatigue,smax,f,E
1796,0.5804156683811588,-0.4282223419654971,1.260363974384204,0.47798862708527184,1.2665974563636584,-0.1499063377991721,-0.4022862772523271,1.3502197154555267,0.7791886716266154,-0.9212985452875713,0.48504321332204936
2214,0.04940370361378276,-0.6764276484550528,-0.7411285398300756,0.6493208380739814,-0.7182055278466886,-0.1499063377991721,-0.6400008956287022,0.3677392717159971,0.37974102684523414,-0.4208296305474973,0.7603213410296892
1371,0.3906805347983834,1.557420109950948,1.268809090477935,-0.4215054806054765,1.2306070731711276,-0.1499063377991721,-0.6400008956287022,-0.10003873060177902,-0.19509985942982933,-0.2540066589674724,-1.4316587017685214
1776,0.5890399926349205,1.557420109950948,1.4123760640713643,1.1633174710401255,1.4535475023915307,-0.1499063377991721,-0.4022862772523271,0.03010326847565867,-0.11501248994084869,-1.0239588354906635,-1.4018146329070134
3748,0.17260833581038967,-0.6764276484550528,-0.7495736559238066,1.5488149457647298,-0.6978776262286848,-0.1499063377991721,-0.4022862772523271,1.4367366500534853,1.5388750208194395,0.1694670381202828,0.49662449377576845
1377,0.3906805347983834,1.557420109950948,1.2265835100092795,-0.4215054806054765,1.1952831785562354,-0.1499063377991721,1.7371452881350489,-1.107081185434797,-0.8810358140696546,-0.1320975643513005,-1.3127278601860946
461,0.17630447477628802,-0.6764276484550528,-0.7073480754551511,-0.33583937511112166,-0.7112073977814743,-0.1499063377991721,-0.6400008956287022,0.6650495851013548,0.7035907603797726,1.3243953029050692,0.7157779546692297
1310,0.5890399926349205,1.557420109950948,1.420821180165096,0.006825046866297577,1.40322761477975,-0.1499063377991721,-0.4022862772523271,-0.042482973263306564,-0.16066799748801106,-0.9020497408744915,-1.4623936383572385
1152,0.14919945569303464,-0.6764276484550528,-0.7326834237363443,0.6064877853267965,-0.7088746877597364,-0.1499063377991721,1.7371452881350489,-1.35123490764768,-1.4982602298510006,0.40686895921493316,0.452081107415309
1664,-0.12431482778343342,-0.6764276484550528,-0.8762503973297736,-0.9355021135716206,-0.9004901538310847,-0.1499063377991721,-0.6400008956287022,1.1878171644941045,1.3735853336343802,-1.357604778650713,0.8177823094346814
895,0.17630447477628802,-0.6764276484550528,-0.7580187720175376,1.2918166292816502,-0.7138733520920322,-0.1499063377991721,1.7371452881350489,-1.7178320881475044,-1.9009037601606833,1.0035818960204064,0.812882536935031
1307,0.5890399926349205,1.557420109950948,1.3785955996964399,-0.07884105862805724,1.3565734143449877,-0.1499063377991721,-0.6400008956287022,-0.049814916873303056,-0.16451066937323056,-0.889217204599105,-1.4160685165423603
1391,0.3906805347983834,1.557420109950948,1.2941444387591288,-0.3786724278583067,1.2585995934319856,-0.1499063377991721,-0.6400008956287022,-0.09930553624077935,-0.19509985942982933,-0.2540066589674724,-1.3412356274567885
1370,0.3906805347983834,1.557420109950948,1.4799369928212136,0.17815725785502243,1.4755416254536333,-0.1499063377991721,-0.6400008956287022,-0.09270678699178252,-0.19509985942982933,-0.2540066589674724,-1.3853335799536435
1149,0.14919945569303464,-0.6764276484550528,-0.7749090042049999,1.7201471567534394,-0.7178722835578691,-0.1499063377991721,-0.4022862772523271,0.48175099485144246,0.5050273488059056,1.3243953029050692,0.4894975519580951
1326,-0.1514198468666868,-0.6764276484550528,-0.6735676110802266,0.3923225215909171,-0.6535561358156599,-0.1499063377991721,-0.6400008956287022,0.9388976789347236,0.9795022109897905,-1.1009540531429827,0.6774706423992339
908,-0.19577351445746521,-0.6764276484550528,-0.6820127271739574,-1.5779979047792891,-0.7258701464895426,-0.1499063377991721,-0.6400008956287022,0.48175099485144246,0.5070818466455278,0.1245531611564298,0.5643304410436673
901,-0.19577351445746521,-0.6764276484550528,-0.7326834237363443,-2.0063284322510784,-0.7828549198777178,-0.1499063377991721,-0.6400008956287022,0.39010169972648634,0.4194613184112654,0.7469311705126758,0.6957334308070222
2248,0.0654203057993411,-0.6764276484550528,-0.8086894685799245,1.7629802095006093,-0.7578615982162376,-0.1499063377991721,-0.6400008956287022,0.6540516696863599,0.7057593969882628,-0.491408580062123,0.7803658648918954
900,-0.15018780054472097,-0.6764276484550528,-0.7157931915488821,-1.9634953795038934,-0.7671924383031902,-0.1499063377991721,-0.6400008956287022,0.6650495851013548,0.7215866396046123,-0.6004851384029084,0.7870473728459646
